trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-31.133529999268276,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",20,0,-16.716106438055203,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,0,-29.412735510768613,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",25,0,-27.905832908617388,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",25,0,-37.60614493866182,"{0: 14, 1: 11, 2: 0, 3: 0, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",20,0,-17.302977197288005,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-6.040615949892125,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",20,0,-6.174760808179451,"{0: 15, 1: 5, 2: 0, 3: 0, 4: 0}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",20,0,-9.891270980821758,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,0,-26.502823225895135,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-44.672418078005734,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",20,0,-20.52354724771753,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-11.823286166685493,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-25.760048828725367,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",20,0,-39.59687469763505,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,0,-22.477267573666033,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",25,0,-20.155407617544064,"{0: 15, 1: 10, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.01, 'e': 0.835270211411272}",20,0,-16.974079418698604,"{0: 13, 1: 7, 2: 0, 3: 0, 4: 0}",0
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",20,0,-20.02217334991504,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",20,0,-39.048251913562446,"{0: 9, 1: 11, 2: 0, 3: 0, 4: 0}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",25,0,-44.53927083653155,"{0: 12, 1: 13, 2: 0, 3: 0, 4: 0}",0
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",20,0,-19.6020618583521,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",25,0,-37.972288824672006,"{0: 13, 1: 12, 2: 0, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-34.3649454611654,"{0: 10, 1: 10, 2: 0, 3: 0, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-22.793106992123825,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",20,0,-29.93736960856928,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,0,-24.87507599394486,"{0: 11, 1: 9, 2: 0, 3: 0, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",20,0,-25.66210047981105,"{0: 12, 1: 8, 2: 0, 3: 0, 4: 0}",0
