trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
65,False,"{'a': 0.001, 'e': 0.9370674633774034}",25,0,-60.41391297261815,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
66,False,"{'a': 0.001, 'e': 0.9361308642916188}",25,0,-184.2901800520603,"{0: 10, 1: 3, 2: 10, 3: 0, 4: 2}",0
67,False,"{'a': 0.001, 'e': 0.9351952013367766}",20,0,-69.45878208225363,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
68,False,"{'a': 0.001, 'e': 0.9342604735772135}",25,0,-50.33331714788852,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
69,False,"{'a': 0.001, 'e': 0.933326680078202}",20,0,-74.21538561551235,"{0: 14, 1: 1, 2: 1, 3: 4, 4: 0}",0
70,False,"{'a': 0.001, 'e': 0.9323938199059483}",20,0,-147.10957419687844,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
71,False,"{'a': 0.001, 'e': 0.9314618921275921}",25,0,-113.30330996449713,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
72,False,"{'a': 0.001, 'e': 0.9305308958112057}",20,0,-104.26843165505227,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
73,False,"{'a': 0.001, 'e': 0.9296008300257927}",20,0,-51.072219381164956,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
74,False,"{'a': 0.001, 'e': 0.9286716938412872}",25,0,-138.87919792316765,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",1
75,False,"{'a': 0.001, 'e': 0.9277434863285529}",20,0,-63.479363359465495,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
76,False,"{'a': 0.001, 'e': 0.9268162065593822}",20,0,-188.7636705126934,"{0: 11, 1: 0, 2: 4, 3: 2, 4: 3}",0
77,False,"{'a': 0.001, 'e': 0.9258898536064953}",20,0,-153.41830945367082,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
78,False,"{'a': 0.001, 'e': 0.9249644265435393}",20,0,-65.41939615975566,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
79,False,"{'a': 0.001, 'e': 0.9240399244450868}",20,0,-34.12089943708877,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
80,False,"{'a': 0.001, 'e': 0.9231163463866358}",25,0,-34.88843076483669,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
81,False,"{'a': 0.001, 'e': 0.922193691444608}",20,9,-64.48968015709025,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 1}",1
82,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-79.21919564374883,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
83,False,"{'a': 0.001, 'e': 0.9203511472201247}",20,0,-179.72090007394706,"{0: 5, 1: 6, 2: 6, 3: 1, 4: 2}",0
84,False,"{'a': 0.001, 'e': 0.9194312560951247}",20,0,-67.81216893522142,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
85,False,"{'a': 0.001, 'e': 0.9185122844014574}",20,0,-114.19432412445425,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.001, 'e': 0.9175942312201509}",20,0,-37.467789720400056,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
87,False,"{'a': 0.001, 'e': 0.9166770956331523}",20,0,-19.02772421269544,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
88,False,"{'a': 0.001, 'e': 0.9157608767233256}",25,0,-131.1598419193346,"{0: 13, 1: 1, 2: 10, 3: 0, 4: 1}",0
89,False,"{'a': 0.001, 'e': 0.914845573574452}",20,0,-125.64892977893372,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
90,False,"{'a': 0.001, 'e': 0.9139311852712282}",20,0,-70.4178903884053,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
91,False,"{'a': 0.001, 'e': 0.9130177108992658}",20,0,-55.57918715839043,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
92,False,"{'a': 0.001, 'e': 0.9121051495450904}",25,0,-13.224267454790752,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",0
93,False,"{'a': 0.001, 'e': 0.9111935002961405}",20,6,-123.05161993783173,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 2}",1
94,False,"{'a': 0.001, 'e': 0.910282762240767}",20,0,-140.8749989709269,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
95,False,"{'a': 0.001, 'e': 0.9093729344682314}",20,15,2.6485845856532038,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.001, 'e': 0.9084640160687062}",20,2,-45.489850637741064,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
97,False,"{'a': 0.001, 'e': 0.9075560061332727}",20,0,-70.48252924266068,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
98,False,"{'a': 0.001, 'e': 0.9066489037539209}",20,0,-55.79428097953882,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.001, 'e': 0.9057427080235485}",25,0,-186.26665620297956,"{0: 17, 1: 0, 2: 3, 3: 1, 4: 4}",0
100,False,"{'a': 0.001, 'e': 0.9048374180359595}",25,0,-135.23266997243712,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
101,False,"{'a': 0.001, 'e': 0.9039330328858641}",20,1,-141.31807275102676,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 3}",1
102,False,"{'a': 0.001, 'e': 0.9030295516688768}",20,11,-22.879091894249267,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
103,False,"{'a': 0.001, 'e': 0.9021269734815165}",20,5,-48.56986429540778,"{0: 8, 1: 1, 2: 6, 3: 0, 4: 0}",1
104,False,"{'a': 0.001, 'e': 0.9012252974212047}",20,0,-162.4180775860388,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
105,False,"{'a': 0.001, 'e': 0.9003245225862656}",20,0,-35.94836021790014,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
106,False,"{'a': 0.001, 'e': 0.899424648075924}",20,0,-87.0694893573541,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
107,False,"{'a': 0.001, 'e': 0.8985256729903055}",20,0,-41.27901791515797,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
108,False,"{'a': 0.001, 'e': 0.8976275964304349}",25,0,-123.02420783459158,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
