trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.9900498337491681}",20,0,-111.30058906849332,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
2,False,"{'a': 0.01, 'e': 0.9801986733067553}",25,0,-87.13461000431788,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.9704455335485082}",20,0,-88.95567130613357,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
4,False,"{'a': 0.01, 'e': 0.9607894391523232}",20,0,-45.273135471137124,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
5,False,"{'a': 0.01, 'e': 0.951229424500714}",20,0,-83.70030971583834,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
6,False,"{'a': 0.01, 'e': 0.9417645335842487}",25,0,-221.06941816336968,"{0: 10, 1: 2, 2: 10, 3: 0, 4: 3}",0
7,False,"{'a': 0.01, 'e': 0.9323938199059483}",20,0,-34.50420968955487,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
8,False,"{'a': 0.01, 'e': 0.9231163463866358}",20,0,-121.87417224417285,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
9,False,"{'a': 0.01, 'e': 0.9139311852712282}",20,0,-91.33355831606877,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
10,False,"{'a': 0.01, 'e': 0.9048374180359595}",20,11,-9.406038931661765,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
11,False,"{'a': 0.01, 'e': 0.8958341352965282}",20,0,-61.675902474835205,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.8869204367171575}",25,0,-117.39095389843257,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
13,False,"{'a': 0.01, 'e': 0.8780954309205613}",20,0,-49.20132174833136,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.8693582353988059}",20,0,-172.3434393554677,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
15,False,"{'a': 0.01, 'e': 0.8607079764250578}",20,2,-38.76761494386899,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
16,False,"{'a': 0.01, 'e': 0.8521437889662113}",20,8,-12.827549850584766,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
17,False,"{'a': 0.01, 'e': 0.8436648165963837}",20,1,-68.95508094831858,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 1}",1
18,False,"{'a': 0.01, 'e': 0.835270211411272}",20,12,-11.29970900560665,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.01, 'e': 0.8269591339433623}",25,0,-85.60881083100574,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.8187307530779818}",25,0,-64.66343958348604,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
21,False,"{'a': 0.01, 'e': 0.8105842459701871}",20,0,-92.9030887902943,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
22,False,"{'a': 0.01, 'e': 0.8025187979624785}",25,0,-111.9884145579906,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.794533602503334}",20,0,-0.7970684249299731,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
24,False,"{'a': 0.01, 'e': 0.7866278610665535}",20,0,-36.287854468405385,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.7788007830714049}",20,0,-94.48807718919875,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.7710515858035663}",25,0,-136.00059740047902,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
27,False,"{'a': 0.01, 'e': 0.7633794943368531}",20,7,-54.70861918193264,"{0: 9, 1: 2, 2: 0, 3: 1, 4: 1}",1
28,False,"{'a': 0.01, 'e': 0.7557837414557255}",25,8,-33.64213392466679,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
29,False,"{'a': 0.01, 'e': 0.7482635675785653}",25,0,-84.13180531460944,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.7408182206817179}",25,0,-55.63908767742535,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
31,False,"{'a': 0.01, 'e': 0.7334469562242892}",25,0,-23.98523564221399,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.7261490370736909}",20,0,-78.65876827507738,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.7189237334319262}",20,14,-42.77713304132994,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
34,False,"{'a': 0.01, 'e': 0.7117703227626097}",20,10,-9.117100130178269,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
35,False,"{'a': 0.01, 'e': 0.7046880897187134}",20,3,-9.817996054434092,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
36,False,"{'a': 0.01, 'e': 0.697676326071031}",25,0,-134.2860167559939,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
