trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9950124791926823}",20,0,-151.8831784416053,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9900498337491681}",25,0,-93.1050845208689,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9851119396030626}",25,0,-44.89764081709433,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.9801986733067553}",25,0,-131.46223223713235,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9753099120283326}",20,0,-60.31717484333639,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",1
6,False,"{'a': 0.5, 'e': 0.9704455335485082}",20,0,-130.5952536634212,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9656054162575665}",20,0,-145.3960053173197,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9607894391523232}",25,0,-86.13993757732709,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9559974818331}",20,0,-102.76713397302875,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.951229424500714}",30,0,-85.16421111128086,"{0: 19, 1: 2, 2: 9, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.9464851479534838}",30,0,-224.6388758566914,"{0: 14, 1: 5, 2: 6, 3: 2, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.9417645335842487}",30,0,-113.75955765660821,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.9370674633774034}",25,0,-131.8171436966435,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
14,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,0,-11.900603870304078,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9277434863285529}",20,0,-167.55060303141394,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 3}",0
16,False,"{'a': 0.5, 'e': 0.9231163463866358}",20,0,-14.563752599882601,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.9185122844014574}",25,0,-69.47272676225967,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
