trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.9048374180359595}",20,0,-180.2972465306675,"{0: 7, 1: 3, 2: 7, 3: 1, 4: 2}",0
2,False,"{'a': 0.1, 'e': 0.8187307530779818}",20,0,-71.91905915820135,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
3,False,"{'a': 0.1, 'e': 0.7408182206817179}",20,0,-68.31842325612752,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.1, 'e': 0.6703200460356393}",20,0,-68.94394029302934,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
5,False,"{'a': 0.1, 'e': 0.6065306597126334}",25,0,-74.28845067020548,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
6,False,"{'a': 0.1, 'e': 0.5488116360940264}",20,0,-100.3507107200632,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.1, 'e': 0.49658530379140947}",25,0,-122.47348417527449,"{0: 13, 1: 1, 2: 9, 3: 2, 4: 0}",1
8,False,"{'a': 0.1, 'e': 0.44932896411722156}",25,0,-101.41859880766035,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.4065696597405991}",20,10,-12.32177242109455,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
10,False,"{'a': 0.1, 'e': 0.36787944117144233}",25,0,-125.35252383981641,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
11,False,"{'a': 0.1, 'e': 0.33287108369807955}",25,0,-43.296142346118295,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
12,False,"{'a': 0.1, 'e': 0.301194211912202}",25,0,-110.10345235672271,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
13,False,"{'a': 0.1, 'e': 0.2725317930340126}",20,0,-70.89009230617499,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
14,False,"{'a': 0.1, 'e': 0.24659696394160643}",20,0,-66.26609745595894,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
15,False,"{'a': 0.1, 'e': 0.22313016014842982}",20,0,-51.52448319000202,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
16,False,"{'a': 0.1, 'e': 0.20189651799465538}",20,0,-18.93539603723965,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
17,False,"{'a': 0.1, 'e': 0.1826835240527346}",25,12,14.95868977297085,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.16529888822158653}",20,0,-117.64507729412026,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
19,False,"{'a': 0.1, 'e': 0.14956861922263504}",25,0,-104.07973853093984,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
20,False,"{'a': 0.1, 'e': 0.1353352832366127}",20,0,-52.852390717631344,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
21,False,"{'a': 0.1, 'e': 0.1224564282529819}",20,0,-124.25932442095346,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
22,False,"{'a': 0.1, 'e': 0.11080315836233387}",20,0,-66.07288797641027,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
23,False,"{'a': 0.1, 'e': 0.1002588437228037}",20,0,-59.2386126442736,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
24,False,"{'a': 0.1, 'e': 0.09071795328941247}",20,0,-66.81155260119593,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
25,False,"{'a': 0.1, 'e': 0.0820849986238988}",20,0,-164.3303356727053,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
26,False,"{'a': 0.1, 'e': 0.07427357821433388}",25,0,-81.33765895995715,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
27,False,"{'a': 0.1, 'e': 0.06720551273974976}",20,3,-63.66397879718396,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 0}",1
28,False,"{'a': 0.1, 'e': 0.06081006262521795}",25,0,-59.60719612428918,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
